Year,Code,Prefecture,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A4101,A410101,A410102,A4103,A4200,A420001,A420002,A5101,A510101,A510102,A5102,A510201,A510202,A9101,A9201,B4101,B4102,B4103,B4106,B4109,C3301,C3302,C3801,C3802,C3803,C3804,C5401,C5403,E1101,E1301,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E3701,E3702,E4101,E4401,E4501,E4601,E4602,E6101,E6102,E6201,E6202,E6301,E6302,E6501,E650110,E6502,E650210,E7101,E7102,E7201,E7202,F3101,F3102,F3103,F3104,F3105,F3106,G5105,H1800,H1801,H1802,H1803,H2600,H2601,H2602,H2603,I510120,I5102,I5103,J2503,J2505,J250502,J2506,J2526,L3221,L322101,L322102,L322103,L322104,L322105,L322106,L322107,L322108,L322109,L322110
2009,R03000,ä‚éËåß,1340000,640000,700000,1335000,638000,697000,169000,86000,82000,813000,407000,405000,359000,145000,214000,9904,5090,4814,1.37,15410,8153,7257,18642,10758,7884,24185,13521,10664,5900,2429,10.6,27.1,-4.5,130,1274.5,5921,1014750,990,22098,162,10634,28800,60900,149,986,13123,412,5504,73284,195,3316,39391,13748,13508,87,3215,40097,13227,5295,5,5,112,1341,1323,11681,620,75,2425,439,36,8,5458,511,89139,368775,106775,27078,28863,26117,17011,4903,3086,1536,195,514941,407953,21230,79575,81,927,609,336,24987,95,26272,3839,287931,67219,14628,23591,8808,12095,13259,41182,8812,28980,69358
2008,R03000,ä‚éËåß,1352000,646000,706000,1346000,644000,702000,174000,89000,85000,823000,412000,410000,355000,144000,212000,10223,5321,4902,1.39,15026,8074,6952,18091,10286,7805,25002,13797,11205,6018,2323,10.6,27.5,-6.8,119,1020.5,6975,1351175,1023,22392,163,10384,30200,65700,154,1010,14005,422,5573,74645,196,3341,40386,13678,13408,88,3277,40997,13283,5389,5,5,112,1339,1370,11602,635,88,2532,406,37,8,5494,460,86228,309004,133766,24698,26814,23756,17451,6823,3453,2689,659,676694,474053,64375,136130,83,924,606,345,25401,75,26452,3816,288272,67645,17067,26763,8271,10543,13354,43079,8144,27665,65741
2007,R03000,ä‚éËåß,1364000,652000,712000,1359000,651000,708000,179000,92000,87000,834000,418000,416000,351000,142000,209000,10344,5406,4938,1.39,14768,7845,6923,19087,10728,8359,26097,14556,11541,6354,2308,10.7,28.8,-3.2,126,1398,7522,1442117,1046,23537,160,10189,31400,69000,154,1019,14510,429,5635,75749,199,3362,41481,13970,13709,92,3355,41882,13662,5330,5,5,114,1324,1447,11480,685,75,2547,441,37,10,5775,466,78640,283654,176286,26429,29092,25471,20258,7338,3571,3163,575,718310,495182,57171,163660,84,931,604,345,25203,92,26621,3687,297903,69048,20167,25109,8382,12974,13367,35469,10844,29684,72861
2006,R03000,ä‚éËåß,1375000,658000,717000,1370000,657000,713000,185000,95000,90000,844000,422000,421000,346000,141000,206000,10556,5325,5231,1.39,14552,7680,6872,19824,11245,8579,25697,14348,11349,6458,2391,10.2,30,-6.7,120,1142.5,9061,1897446,1077,23223,158,9717,32600,73700,157,1017,14821,437,5729,77456,202,3412,42285,14576,14311,92,3417,42844,14142,5293,6,5,121,1286,1485,11413,680,68,2595,421,36,10,5747,554,80624,289008,201934,29035,31330,27686,22052,9115,4210,3755,1062,907909,599241,102584,198814,87,925,595,345,24832,79,26566,3644,293647,69321,15376,25612,8716,12629,12306,38359,12624,27209,71493
2017,R04000,ã{èÈåß,2323000,1136000,1188000,2305000,1127000,1178000,280000,144000,137000,1412000,717000,695000,631000,275000,357000,16648,8593,8055,1.31,23876,12230,11646,46064,26544,19520,47326,27144,20182,10646,3734,12.9,29.3,-0.7,101,1320.5,14338,2968930,785,34230,268,23210,37000,194900,247,2334,29769,395,7916,117402,211,4928,61189,20818,20224,95,4559,60764,19712,9715,4,14,146,4970,2362,48163,964,11,10755,1558,65,23,15648,1950,75721,298893,482818,24328,24059,21303,48853,21173,6307,9647,5109,1747441,794751,501374,444290,114,1659,1064,429,36238,790,35765,5925,280273,71418,20481,20680,11232,9724,15059,31686,11490,27897,60606
2016,R04000,ã{èÈåß,2330000,1139000,1191000,2314000,1131000,1182000,285000,146000,139000,1429000,725000,703000,616000,267000,349000,17347,8903,8444,1.34,23426,11948,11478,47124,27464,19660,47607,27366,20241,11127,3783,13.5,29.9,-0.8,90,1209,16320,3108281,806,34249,262,22511,35800,176400,254,2382,30646,399,7888,118204,213,4985,62855,21395,20772,95,4556,61345,19806,9749,4,14,142,4942,2384,48006,1017,9,10888,1591,64,22,15854,1637,82661,320017,457000,26665,26524,23445,45782,21295,7467,9895,3779,1864588,961700,390338,501403,113,1662,1069,400,34154,638,33872,5567,281024,74103,18144,21904,11118,11467,14306,36451,9409,29024,55098
2015,R04000,ã{èÈåß,2333899,1140167,1193732,2291508,1119800,1171708,286003,146491,139512,1410322,711994,698328,588240,254066,334174,17999,9312,8687,1.36,23070,11840,11230,48315,28223,20092,48391,27930,20461,11317,3987,13.7,29,-0.3,100,1444.5,16765,3377397,815,34118,264,22373,34000,162000,262,2351,30704,404,7928,119806,213,4954,63782,21544,21026,95,4595,61366,19587,9687,4,14,140,4803,2269,47879,825,3,10562,1581,65,21,16339,1631,89046,349698,442610,28932,28804,25574,41685,23921,7780,11593,4453,2108384,1000348,448341,649692,115,1646,1059,370,31789,926,32166,5222,267661,70741,17885,23940,8924,10797,12874,37132,9152,23203,53012
2014,R04000,ã{èÈåß,2335000,1140000,1195000,2322000,1134000,1188000,297000,152000,145000,1458000,736000,722000,573000,246000,327000,18069,9385,8684,1.3,22854,11752,11102,48951,28517,20434,46514,26987,19527,11765,3824,12.8,28.6,-2.1,107,1416.5,16441,3654612,816,33710,261,22038,32800,153200,280,2516,33017,409,7957,121076,215,4930,64499,21570,21049,98,4573,61583,19825,9668,4,14,132,4791,1955,48335,697,6,11031,1565,65,22,16941,1712,94822,368142,437644,31901,31781,28267,43425,24476,7438,12356,4271,2139262,966829,428217,723776,115,1626,1054,347,29290,978,30519,5139,287881,71623,19657,25403,9762,12595,12309,39184,9542,27761,60045
2013,R04000,ã{èÈåß,2333000,1138000,1196000,2322000,1133000,1189000,299000,153000,146000,1476000,744000,732000,553000,236000,317000,18949,9692,9257,1.34,22214,11396,10818,51326,30207,21119,46670,26912,19758,11985,4162,12.7,30,-2.7,99,1111.5,18905,4259403,831,33600,260,21606,31900,146600,282,2507,33272,419,7984,122447,216,4921,64862,21852,21312,100,4609,61572,19657,9496,4,14,118,4747,1514,49059,492,4,11218,1643,65,22,17619,1794,99498,394305,459911,34640,34257,30695,47404,25746,9673,12516,3499,2342211,1262743,364097,709663,115,1627,1052,337,28489,966,29461,5125,289429,70398,14172,24065,9760,12456,12428,42416,10057,27816,65863
2012,R04000,ã{èÈåß,2329000,1134000,1195000,2319000,1130000,1189000,301000,154000,147000,1491000,750000,740000,534000,226000,307000,18707,9527,9180,1.3,22101,11475,10626,53183,31501,21682,47114,26951,20163,12315,3957,12.6,30.8,-3.1,104,1179.5,18612,3845549,849,31429,252,19270,31600,175300,290,2421,33070,438,8117,123975,220,4921,64906,21605,21092,100,4628,62424,20254,9709,4,14,90,4615,1165,49395,521,1,11053,1606,66,23,17681,1665,101808,437552,461514,37903,37778,33694,57878,21177,9575,7527,3875,2090381,1271415,393009,407284,115,1616,1044,332,27769,857,29200,4903,295433,69929,14779,23889,13189,14081,11215,41211,14240,30295,62605
2011,R04000,ã{èÈåß,2326000,1130000,1196000,2314000,1125000,1189000,303000,156000,148000,1503000,755000,748000,520000,219000,301000,18062,9196,8866,1.25,33975,16986,16989,47662,27493,20169,54064,29713,24351,11409,3826,12.9,29,-2.5,89,1214,13688,2775608,860,31472,251,19073,32800,185400,296,2377,31142,449,8179,125638,224,4918,65063,21834,21369,101,4628,62555,19779,9155,5,14,90,4619,1205,50206,536,8,11210,1635,63,22,18171,1456,131783,588606,376998,38574,38989,34850,44413,14303,7553,3965,2599,1486277,999624,267759,209043,114,1571,1034,224,19700,841,21034,3611,247346,62067,19383,21500,11240,9879,9297,30866,7067,22240,53808
2010,R04000,ã{èÈåß,2348165,1139566,1208599,2325744,1128713,1197031,308201,158024,150177,1501638,750516,751122,520794,219576,301218,19126,9810,9316,1.3,21932,11577,10355,47358,27045,20313,47914,27139,20775,11972,4667,13.2,31.4,-1.4,105,1444,10904,2201437,243,17623,145,14777,32300,197100,301,2385,32024,455,8255,128901,224,4860,65480,21943,21381,102,4667,63447,20539,9347,5,14,88,4541,1258,50168,588,16,11022,1663,62,24,18736,1670,123451,532579,211933,28911,28815,26500,49057,12622,5599,4574,2336,1223547,735827,238052,239933,119,1589,1060,320,26201,948,27162,4552,287507,67004,12606,23276,10023,11678,12633,33646,14567,34022,68051
2009,R04000,ã{èÈåß,2348000,1139000,1208000,2336000,1135000,1201000,314000,161000,153000,1506000,754000,752000,515000,217000,298000,18988,9769,9219,1.25,20808,11040,9768,49058,28320,20738,50985,29251,21734,12217,4522,12.9,26.5,-0.7,97,1303.5,9671,1833607,912,32118,262,19403,33400,217200,311,2433,32910,456,8231,129708,226,4900,66506,22732,22160,107,4747,64048,21094,10066,5,14,94,4460,1305,49627,571,15,10901,1729,64,24,18733,1574,130848,573630,186340,30452,30053,27894,45632,11199,4742,4592,1806,1056782,623709,184895,243390,119,1578,1046,324,26123,1131,27086,4460,288513,70060,18515,22469,10533,13941,13403,31549,11837,31353,64852
2008,R04000,ã{èÈåß,2349000,1140000,1209000,2338000,1136000,1202000,317000,162000,155000,1520000,761000,759000,504000,212000,292000,19863,10086,9777,1.29,20657,11028,9629,49269,28243,21026,54295,31286,23009,12763,4554,12.7,26.7,-1.9,102,1349,10850,2865620,960,32175,260,18879,41000,249100,312,2465,34025,457,8233,130933,228,4888,66632,22000,21478,109,4853,65535,21025,9702,4,14,70,4364,1177,49254,545,20,10912,1710,68,26,20126,1613,123598,470809,242581,29037,29095,26511,45361,14781,5416,5847,3452,1393323,737847,358587,292203,119,1580,1047,332,26808,1270,27795,4533,292660,68589,17755,22888,8618,12312,11894,38384,15485,28595,68140
2007,R04000,ã{èÈåß,2354000,1144000,1210000,2342000,1139000,1203000,319000,163000,155000,1535000,769000,766000,493000,207000,286000,19810,10278,9532,1.27,20347,11026,9321,50193,28703,21490,55587,32154,23433,12824,4665,13.1,29.9,0,98,1343.5,11478,3051229,976,42070,255,18131,40800,208600,314,2363,34813,463,8286,131466,229,4888,67692,22969,22375,109,4970,67118,21878,9826,4,14,71,4255,1368,49445,748,24,11014,1712,69,26,22176,1675,109559,425494,332947,30360,30622,27704,49599,17895,5388,8335,4055,1537673,739519,405365,384673,120,1590,1058,333,26663,806,27639,4375,306736,68102,28007,22837,9988,12027,11845,42181,12541,28292,70917
2006,R04000,ã{èÈåß,2358000,1147000,1211000,2346000,1142000,1204000,323000,165000,158000,1549000,777000,772000,482000,202000,280000,19706,10041,9665,1.25,19796,10676,9120,50902,29065,21837,55863,32265,23598,13035,4757,12.3,28.5,-2.5,107,1599.5,13734,3576385,982,30920,247,16822,40200,172600,318,2336,35554,465,8284,132876,233,4904,68399,23416,22891,110,5036,69137,22941,9758,5,14,85,4225,1637,48350,810,49,10887,1635,70,32,24511,1857,112110,436674,378817,32165,32314,29308,53642,23142,6238,12098,4689,1938291,880462,489586,553255,122,1587,1048,327,26029,821,26793,4211,289537,67750,19415,24945,8899,13689,13637,29645,11212,33231,67114
2017,R05000,èHìcåß,996000,468000,528000,992000,467000,526000,101000,51000,49000,541000,271000,270000,354000,146000,209000,5396,2730,2666,1.35,15425,7513,7912,10947,6417,4530,15266,8124,7142,3311,1366,11.9,29.1,-2,192,1935,5044,761815,565,15951,91,7751,13500,25500,41,381,2936,202,3373,43795,117,2273,23894,8171,8038,55,2165,24818,8313,3769,4,7,61,1035,685,8897,331,13,2021,339,24,4,1578,146,38605,138191,172879,14866,15517,14396,11616,3961,2524,1018,386,409374,313140,38686,54176,53,804,442,271,25447,41,23234,3116,260696,69879,16429,26604,9720,8370,11972,36457,6325,22117,52823
2016,R05000,èHìcåß,1010000,474000,536000,1007000,473000,533000,104000,53000,51000,555000,278000,278000,351000,144000,207000,5666,2841,2825,1.39,15244,7418,7826,11353,6548,4805,15751,8444,7307,3510,1393,12.5,31.4,-1.7,171,1795.5,5144,822979,577,16072,97,7779,13800,26100,41,384,3065,202,3391,44909,117,2291,24714,8570,8424,55,2199,25530,8524,3858,4,7,60,1048,733,8986,382,16,2061,317,24,4,1597,166,41560,149963,155278,16014,16624,15438,11341,4205,2672,1126,393,439131,333439,39275,63691,53,809,445,272,25821,33,23810,3300,255168,65222,13734,24558,9318,7894,13740,35342,8317,21275,55768
2015,R05000,èHìcåß,1023119,480336,542783,1017149,478034,539115,106041,54137,51904,565237,281593,283644,343301,139825,203476,5861,3044,2817,1.35,14794,7376,7418,11710,6776,4934,16202,8680,7522,3613,1534,12.7,29,-1.3,142,1490.5,5177,855484,590,16208,95,7696,14200,26900,47,387,3481,213,3473,45882,119,2319,25486,8695,8555,57,2246,26299,8695,3876,5,7,62,1046,740,8907,338,8,1916,296,25,4,1630,174,46169,165433,151469,17302,18106,16741,9861,3809,2527,946,317,403402,319350,32713,49334,54,814,442,261,24901,37,23720,3127,249778,64037,13263,25611,9767,9027,10203,33429,4674,22757,57010
2014,R05000,èHìcåß,1037000,487000,550000,1034000,486000,548000,112000,57000,55000,587000,293000,294000,339000,137000,202000,5998,3098,2900,1.34,15096,7535,7561,11626,6635,4991,16049,8670,7379,3842,1444,12,28.7,-2.9,177,1737.5,5147,856050,600,16266,94,7684,14700,28100,90,710,7153,224,3581,46982,123,2329,26437,9101,8949,57,2281,26926,8899,3952,5,7,61,1054,801,8771,433,23,1862,302,25,4,1685,174,49657,179447,141530,18601,19617,18035,10693,3951,2515,1108,317,426806,330503,32116,62488,56,822,444,246,22828,53,22501,3480,266560,63825,12323,28320,10260,9980,10832,41837,6056,24787,58340
2013,R05000,èHìcåß,1050000,493000,557000,1047000,492000,555000,115000,58000,56000,604000,301000,303000,331000,133000,199000,6177,3118,3059,1.35,14824,7414,7410,11943,6855,5088,16538,9017,7521,3865,1485,11.9,29.3,-3.4,187,2373,6386,1051704,611,16543,94,7697,15300,29500,93,737,7375,228,3657,48249,123,2323,27154,9303,9162,58,2345,27662,9089,4039,5,7,60,1029,1018,8694,551,39,1964,282,25,5,1700,195,54699,203866,128268,19344,20299,18730,12669,4366,3193,824,316,516563,433859,33470,46626,57,824,447,251,23193,38,23093,3590,272864,64728,13404,27443,8693,9347,12789,36312,9688,25269,65192
2012,R05000,èHìcåß,1063000,499000,564000,1060000,498000,562000,118000,60000,58000,619000,308000,311000,326000,130000,196000,6543,3281,3262,1.37,14856,7485,7371,12503,7172,5331,16077,8858,7219,4020,1495,12.1,31.3,-3.8,173,1742.5,5572,886537,615,16741,87,7590,16100,31600,93,761,7790,237,3727,49468,125,2370,28084,9583,9432,59,2382,28724,9776,4200,5,6,90,994,1154,8527,544,46,1847,230,25,5,1700,149,59610,228030,121981,19433,20602,18859,16378,3761,2673,709,319,431333,357709,33033,36585,58,821,449,250,22820,22,23317,3681,295071,67455,23413,26104,11049,11431,12057,33427,9519,29347,71269
2011,R05000,èHìcåß,1075000,505000,570000,1072000,504000,568000,121000,62000,59000,634000,316000,318000,319000,127000,193000,6658,3400,3258,1.35,14642,7519,7123,13169,7404,5765,15859,8615,7244,4058,1555,11.8,29.5,-3.7,177,1834,5193,944794,632,17065,87,7481,17100,33700,94,767,8120,246,3829,51129,130,2408,28739,9782,9607,59,2427,29264,9441,4245,5,6,94,976,1195,8393,608,51,1796,293,25,5,1789,171,61547,244289,110619,20435,21442,19811,15101,3555,2585,698,249,409708,341898,25506,39076,59,821,449,241,21976,4,22579,3456,288574,65869,17479,25339,11131,10265,12353,38327,11650,26685,69477
2010,R05000,èHìcåß,1085997,509926,576071,1078608,507085,571523,124061,63335,60726,639633,318068,321565,320450,127284,193166,6688,3450,3238,1.31,14288,7487,6801,12735,7281,5454,16463,9014,7449,4281,1795,12.3,31.2,-2.7,190,1890.5,5130,873941,653,17284,88,7522,18000,36400,95,808,8361,253,3880,52503,132,2435,29411,10021,9849,63,2498,30048,9803,4364,5,6,100,960,1254,8314,591,57,1789,313,26,5,1795,170,67879,270014,95192,19413,20279,18981,15937,3981,2505,1126,320,440302,339912,33707,65337,61,816,463,239,21311,204,22332,3381,276281,66638,7615,24867,9324,11571,11241,38410,8685,30194,67735
2009,R05000,èHìcåß,1097000,515000,581000,1093000,514000,579000,123000,63000,60000,656000,326000,330000,317000,125000,191000,7013,3594,3419,1.29,13866,7319,6547,13670,7946,5724,18219,10070,8149,4364,1708,12,27.8,-1.5,172,1729,4812,824390,661,17156,84,7251,19200,39600,97,806,8713,258,3936,54090,134,2458,30610,10866,10631,63,2515,30213,9887,4535,5,6,98,952,1287,8226,624,56,1848,357,27,5,1752,168,73435,318260,78130,18494,19373,18010,14136,3857,2345,1157,306,417489,326985,31478,54849,62,824,461,242,21631,261,22313,3322,280723,65816,13482,23251,8842,10246,12200,45784,12138,26562,62401
2008,R05000,èHìcåß,1109000,521000,587000,1105000,520000,585000,128000,65000,62000,665000,331000,334000,315000,125000,190000,7421,3740,3681,1.32,13638,7104,6534,13256,7585,5671,19443,10771,8672,4555,1823,12.3,28.2,-2.7,148,1256,5750,1095389,682,18187,87,8043,20200,43300,99,775,9085,266,3997,55738,134,2475,31299,10437,10244,63,2596,30829,10035,4401,5,5,129,923,1419,8239,636,50,1903,287,27,5,1854,195,76998,283032,90974,17000,18363,16585,15429,5283,2814,1822,474,557271,400150,46832,100120,62,813,469,242,21291,181,22216,3104,295181,69540,18300,26443,9599,11961,11945,32942,12377,28373,73702
2007,R05000,èHìcåß,1121000,528000,593000,1118000,527000,591000,132000,68000,65000,675000,335000,340000,314000,125000,189000,7502,3866,3636,1.31,13743,7278,6465,13237,7610,5627,20043,11131,8912,4484,1894,12.4,29.2,-0.7,158,1555,6448,1459213,699,18314,88,7952,21000,46000,100,781,9601,284,4163,57244,136,2498,32128,10860,10587,63,2592,31712,10612,4565,6,5,124,915,1435,8316,636,59,1785,254,28,5,2124,211,69572,250205,119282,18565,19948,18140,15888,5797,2987,2121,596,613368,422263,60873,123251,62,817,473,242,21116,192,22104,3102,292550,66301,16821,25853,11065,12394,11228,33301,10840,28807,75939
2006,R05000,èHìcåß,1134000,535000,599000,1131000,534000,597000,138000,70000,67000,685000,340000,345000,311000,124000,187000,7726,3999,3727,1.34,13558,7191,6367,13725,7887,5838,19539,10853,8686,4785,1899,11.9,31,-3.3,175,1477,7631,1527585,721,17907,84,7315,22200,50400,104,791,10057,290,4256,59420,135,2520,32294,10987,10732,63,2647,32984,11014,4590,8,5,147,911,1603,8206,790,91,1677,272,31,6,2239,274,72359,258975,126528,19663,21147,19196,16689,7237,3597,2639,731,729357,521971,71860,124543,62,808,473,239,20715,194,21978,3010,320891,70059,21157,26960,9182,13386,11924,31572,11202,33793,91656
2017,R06000,éRå`åß,1102000,531000,571000,1095000,529000,567000,130000,66000,63000,617000,312000,305000,355000,152000,203000,7259,3729,3530,1.45,15331,7438,7893,12535,7221,5314,16399,8689,7710,4311,1454,11.9,30.7,-2.5,149,1341.5,6436,1117811,834,19955,133,8306,19400,40500,75,734,7249,258,4049,54043,101,2387,29572,10211,10084,62,2564,30648,9943,4499,3,6,86,1074,1183,11533,592,94,2567,491,23,5,2043,140,42401,145294,208872,16592,17046,15902,17804,5968,3005,2152,762,573463,389380,81734,98801,55,926,485,267,24374,67,23918,3279,308816,77619,16797,29177,9930,10424,12249,51414,9057,25719,66429
2016,R06000,éRå`åß,1113000,536000,578000,1107000,534000,573000,133000,68000,65000,629000,318000,311000,351000,150000,202000,7547,3886,3661,1.47,15181,7403,7778,12921,7241,5680,16560,8932,7628,4284,1522,12.7,31.4,-2.1,129,1243.5,6333,1184170,835,19955,131,8202,19300,40800,81,797,8229,262,4085,55152,101,2414,30544,10558,10453,62,2559,30861,10073,4564,3,6,87,1087,1229,11425,610,127,2546,540,21,5,1839,144,44668,156827,189136,17128,17664,16447,17488,5517,3035,1808,644,577188,406406,69332,95424,55,934,486,261,23292,0,22850,3268,333408,76545,17557,27016,11725,11708,14860,54222,10730,27049,81996
2015,R06000,éRå`åß,1123891,540226,583665,1116752,538070,578682,135760,69353,66407,639336,322538,316798,344353,145655,198698,7831,3968,3863,1.48,14960,7437,7523,13199,7536,5663,17342,9275,8067,4522,1507,12.7,31,-3.1,131,1027,6167,1048923,853,20225,131,8260,19200,40700,88,855,8885,269,4170,56574,104,2496,31529,10616,10498,62,2581,31225,10204,4576,3,6,85,1106,1240,11287,596,122,2512,474,22,5,1877,150,47855,168639,178242,18168,18802,17483,15962,5414,2991,1787,621,572075,405210,67809,96951,55,936,483,248,22350,0,22296,3266,308953,72514,17739,29919,8745,10060,14602,45015,12286,27205,70869
2014,R06000,éRå`åß,1134000,545000,589000,1129000,543000,585000,139000,71000,68000,653000,330000,323000,338000,142000,197000,7966,4049,3917,1.47,15032,7351,7681,13316,7603,5713,16889,9070,7819,4699,1670,11.8,30.2,-3.7,146,1336.5,5547,1028688,884,20591,132,8257,19300,41100,107,987,10800,276,4220,57993,106,2510,31949,10684,10546,62,2625,31945,10632,4793,3,6,90,1099,1272,11296,643,112,2577,517,22,5,1928,135,49421,178874,192962,19039,19527,18193,17174,4641,2636,1491,488,497735,359490,53850,81565,55,932,486,234,20929,0,21239,3367,308555,71496,17486,31070,9835,11368,13229,49012,10208,25480,69371
2013,R06000,éRå`åß,1144000,549000,595000,1138000,548000,590000,142000,73000,69000,668000,337000,331000,332000,138000,194000,8159,4148,4011,1.47,15029,7489,7540,13498,7612,5886,17579,9502,8077,4741,1675,11.9,31.2,-4.6,143,1347,7127,1366212,901,20726,131,8161,19500,41800,109,1023,11285,292,4330,59595,112,2526,32214,10850,10730,63,2639,32480,10553,4715,3,5,99,1093,1284,11318,588,122,2551,538,22,6,1941,226,54902,207816,184035,19757,20368,18879,18776,5879,3765,1610,427,680323,536294,46578,91096,55,934,487,227,20356,77,20722,3185,314882,70186,17981,29765,10931,11158,13537,48140,13574,29488,70122
2012,R06000,éRå`åß,1153000,554000,600000,1148000,552000,596000,145000,74000,71000,681000,344000,337000,326000,134000,191000,8212,4206,4006,1.44,14752,7416,7336,14444,8143,6301,17144,9239,7905,4881,1687,11.8,33.6,-5.6,129,991.5,6167,1035480,927,20975,131,8076,20400,45500,109,1017,11777,309,4442,61132,114,2537,32587,10977,10849,64,2660,33511,11176,4954,3,5,97,1090,1332,11273,692,131,2449,528,22,6,1939,234,58436,221110,162719,20587,21170,19693,21430,4884,3189,1300,304,559966,447411,34990,71671,55,933,482,238,21136,158,21711,3356,299735,66691,17864,28346,9310,10318,10846,51184,11389,24173,69615
