"Year","fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","quality","colour","ROLE","alpha"
"2005","5.2","0.44","0.04","1.4","0.036","43","119","0.9894","3.36","0.33","12.1","8","WHITE","TEST","0.00824357173405"
"2005","6.1","0.32","0.24","1.5","0.036","38","124","0.9898","3.29","0.42","12.4","7","WHITE","TEST","0.04276252514682"
"2003","6.4","0.22","0.56","14.5","0.055","27","159","0.998","2.98","0.4","9.1","5","WHITE","TEST","0.24480747757479"
"2003","6.3","0.36","0.3","4.8","0.049","14","85","0.9932","3.28","0.39","10.6","5","WHITE","TRAIN","0.83180179679766"
"2004","7.4","0.24","0.42","14","0.066","48","198","0.9979","2.89","0.42","8.9","6","WHITE","TEST","0.13783681276254"
"2004","6.7","0.24","0.35","13.1","0.05","64","205","0.997","3.15","0.5","9.5","5","WHITE","TEST","0.08301116223447"
"2005","7","0.23","0.36","13","0.051","72","177","0.9972","3.16","0.49","9.8","5","WHITE","TEST","0.01500737178139"
"2004","8.4","0.27","0.46","8.7","0.048","39","197","0.9974","3.14","0.59","9.6","6","WHITE","TEST","0.09746333025395"
"2003","6.7","0.46","0.18","2.4","0.034","25","98","0.9896","3.08","0.44","12.6","7","WHITE","TEST","0.18186103203333"
"2003","7.5","0.29","0.31","8.95","0.055","20","151","0.9968","3.08","0.54","9.3","5","WHITE","TEST","0.17266906215809"
"2002","9.8","0.42","0.48","9.85","0.034","5","110","0.9958","2.87","0.29","10","5","WHITE","TRAIN","0.69621662073768"
"2003","7.1","0.3","0.46","1.5","0.066","29","133","0.9906","3.12","0.54","12.7","6","WHITE","TEST","0.20116934180259"
"2002","7.9","0.19","0.45","1.5","0.045","17","96","0.9917","3.13","0.39","11","6","WHITE","TEST","0.26368029951117"
"2000","7.6","0.48","0.37","0.8","0.037","4","100","0.9902","3.03","0.39","11.4","4","WHITE","TRAIN","0.54285689163953"
"2000","6.3","0.22","0.43","4.55","0.038","31","130","0.9918","3.35","0.33","11.5","7","WHITE","VALIDATE","0.47212925623171"
"2002","7.5","0.27","0.31","17.7","0.051","33","173","0.999","3.09","0.64","10.2","5","WHITE","TRAIN","0.70604114327579"
"2001","6.9","0.23","0.4","7.5","0.04","50","151","0.9927","3.11","0.27","11.4","6","WHITE","VALIDATE","0.38290048716589"
"2002","7.2","0.32","0.47","5.1","0.044","19","65","0.991","3.03","0.41","12.6","4","WHITE","TRAIN","0.74670037208125"
"2001","5.9","0.23","0.3","12.9","0.054","57","170","0.9972","3.28","0.39","9.4","5","WHITE","VALIDATE","0.41938348789699"
"2004","6","0.67","0.07","1.2","0.06","9","108","0.9931","3.11","0.35","8.7","4","WHITE","TRAIN","0.85407915152609"
"2004","6.4","0.25","0.32","5.5","0.049","41","176","0.995","3.19","0.68","9.2","6","WHITE","TRAIN","0.94225455960258"
"2005","6.4","0.33","0.31","5.5","0.048","42","173","0.9951","3.19","0.66","9.3","6","WHITE","TEST","0.02736211777664"
"2004","7.1","0.34","0.15","1.2","0.053","61","183","0.9936","3.09","0.43","9.2","5","WHITE","TRAIN","0.86081354576163"
"2003","6.8","0.28","0.4","22","0.048","48","167","1.001","2.93","0.5","8.7","5","WHITE","TEST","0.227873677155"
"2004","6.9","0.27","0.4","14","0.05","64","227","0.9979","3.18","0.58","9.6","6","WHITE","TEST","0.08055013511329"
"2004","6.8","0.26","0.56","11.9","0.043","64","226","0.997","3.02","0.63","9.3","5","WHITE","TEST","0.13829330541193"
"2003","6.8","0.29","0.56","11.9","0.043","66","230","0.9972","3.02","0.63","9.3","5","WHITE","TEST","0.17620990914292"
"2002","6.7","0.24","0.41","9.4","0.04","49","166","0.9954","3.12","0.61","9.9","6","WHITE","TRAIN","0.73209792096167"
"2000","5.9","0.3","0.23","4.2","0.038","42","119","0.9924","3.15","0.5","11","5","WHITE","VALIDATE","0.49648537160828"
"2003","6.8","0.53","0.35","3.8","0.034","26","109","0.9906","3.26","0.57","12.7","8","WHITE","TRAIN","0.8049095000606"
"2003","6.5","0.28","0.28","8.5","0.047","54","210","0.9962","3.09","0.54","8.9","4","WHITE","TRAIN","0.79039147519506"
"2002","6.6","0.28","0.28","8.5","0.052","55","211","0.9962","3.09","0.55","8.9","6","WHITE","TRAIN","0.70876020193099"
"2001","6.8","0.28","0.4","22","0.048","48","167","1.001","2.93","0.5","8.7","5","WHITE","TRAIN","0.55690482445061"
"2003","6.8","0.28","0.36","8","0.045","28","123","0.9928","3.02","0.37","11.4","6","WHITE","TRAIN","0.8354043578729"
"2002","6.6","0.15","0.34","5.1","0.055","34","125","0.9942","3.36","0.42","9.6","5","WHITE","TEST","0.29833480389788"
"2005","6.4","0.29","0.44","3.6","0.2","75","181","0.9942","3.02","0.41","9.1","5","WHITE","TEST","0.03298332239501"
"2004","6.4","0.3","0.45","3.5","0.197","76","180","0.9942","3.02","0.39","9.1","6","WHITE","TRAIN","0.92491124686785"
"2003","6.4","0.29","0.44","3.6","0.197","75","183","0.9942","3.01","0.38","9.1","5","WHITE","TRAIN","0.83781212614849"
"2002","6.8","0.26","0.24","7.8","0.052","54","214","0.9961","3.13","0.47","8.9","5","WHITE","VALIDATE","0.30174288037233"
"2002","7.1","0.32","0.24","13.1","0.05","52","204","0.998","3.1","0.49","8.8","5","WHITE","TEST","0.26924238097853"
"2001","6.8","0.26","0.24","7.8","0.052","54","214","0.9961","3.13","0.47","8.9","5","WHITE","TRAIN","0.62196553428657"
"2004","6.8","0.27","0.26","16.1","0.049","55","196","0.9984","3.15","0.5","9.3","5","WHITE","TRAIN","0.89838406909257"
"2003","7.1","0.32","0.24","13.1","0.05","52","204","0.998","3.1","0.49","8.8","5","WHITE","TEST","0.19417404336854"
"2001","6.9","0.54","0.32","13.2","0.05","53","236","0.9973","3.2","0.5","9.6","5","WHITE","VALIDATE","0.35136124095879"
"2004","6.8","0.26","0.34","13.9","0.034","39","134","0.9949","3.33","0.53","12","6","WHITE","TEST","0.05975403520278"
"2003","5.8","0.28","0.35","2.3","0.053","36","114","0.9924","3.28","0.5","10.2","4","WHITE","TEST","0.20292285247705"
"2003","6.4","0.21","0.5","11.6","0.042","45","153","0.9972","3.15","0.43","8.8","5","WHITE","TEST","0.22503670002333"
"2003","7","0.16","0.32","8.3","0.045","38","126","0.9958","3.21","0.34","9.2","5","WHITE","TRAIN","0.79847269575111"
"2004","10.2","0.44","0.88","6.2","0.049","20","124","0.9968","2.99","0.51","9.9","4","WHITE","TEST","0.06555482232943"
"2002","6.8","0.57","0.29","2.2","0.04","15","77","0.9938","3.32","0.74","10.2","5","WHITE","VALIDATE","0.32155137183144"
"2002","6.1","0.4","0.31","0.9","0.048","23","170","0.993","3.22","0.77","9.5","6","WHITE","VALIDATE","0.31373112369328"
"2003","5.6","0.245","0.25","9.7","0.032","12","68","0.994","3.31","0.34","10.5","5","WHITE","TEST","0.15068751433864"
"2001","6.8","0.18","0.38","1.4","0.038","35","111","0.9918","3.32","0.59","11.2","7","WHITE","TRAIN","0.62895757658407"
"2002","7","0.16","0.32","8.3","0.045","38","126","0.9958","3.21","0.34","9.2","5","WHITE","TEST","0.29063742212019"
"2001","6.7","0.13","0.29","5.3","0.051","31","122","0.9944","3.44","0.37","9.7","6","WHITE","VALIDATE","0.35001104068942"
"2004","6.2","0.25","0.25","1.4","0.03","35","105","0.9912","3.3","0.44","11.1","7","WHITE","TRAIN","0.92737029539421"
"2004","5.8","0.26","0.24","9.2","0.044","55","152","0.9961","3.31","0.38","9.4","5","WHITE","TRAIN","0.87879059999249"
"2001","7.5","0.27","0.36","7","0.036","45","164","0.9939","3.03","0.33","11","5","WHITE","TRAIN","0.64130192110314"
"2003","5.8","0.26","0.24","9.2","0.044","55","152","0.9961","3.31","0.38","9.4","5","WHITE","TEST","0.19817873183637"
"2000","5.7","0.28","0.24","17.5","0.044","60","167","0.9989","3.31","0.44","9.4","5","WHITE","TRAIN","0.53694768087007"
"2002","7.5","0.23","0.36","7","0.036","43","161","0.9938","3.04","0.32","11","5","WHITE","TEST","0.27699873340316"
"2002","7.5","0.27","0.36","7","0.036","45","164","0.9939","3.03","0.33","11","5","WHITE","VALIDATE","0.32334572658874"
"2000","7.2","0.685","0.21","9.5","0.07","33","172","0.9971","3","0.55","9.1","6","WHITE","VALIDATE","0.47851309343241"
"2002","6.2","0.25","0.25","1.4","0.03","35","105","0.9912","3.3","0.44","11.1","7","WHITE","TRAIN","0.67471631779335"
"2005","6.5","0.19","0.3","0.8","0.043","33","144","0.9936","3.42","0.39","9.1","6","WHITE","TRAIN","0.99128340091556"
"2003","6.3","0.495","0.22","1.8","0.046","31","140","0.9929","3.39","0.54","10.4","6","WHITE","TRAIN","0.78812987776473"
"2002","7.1","0.24","0.41","17.8","0.046","39","145","0.9998","3.32","0.39","8.7","5","WHITE","TRAIN","0.68697572895325"
"2003","6.4","0.17","0.32","2.4","0.048","41","200","0.9938","3.5","0.5","9.7","6","WHITE","TEST","0.16296436544507"
"2002","7.1","0.25","0.32","10.3","0.041","66","272","0.9969","3.17","0.52","9.1","6","WHITE","TRAIN","0.66586931259371"
"2001","6.4","0.17","0.32","2.4","0.048","41","200","0.9938","3.5","0.5","9.7","6","WHITE","TRAIN","0.57138132373802"
"2002","7.1","0.24","0.41","17.8","0.046","39","145","0.9998","3.32","0.39","8.7","5","WHITE","TEST","0.26425506733357"
"2004","6.8","0.64","0.08","9.7","0.062","26","142","0.9972","3.37","0.46","8.9","4","WHITE","TEST","0.052481808234"
"2003","8.3","0.28","0.4","7.8","0.041","38","194","0.9976","3.34","0.51","9.6","6","WHITE","TRAIN","0.78435849491506"
"2003","8.2","0.27","0.39","7.8","0.039","49","208","0.9976","3.31","0.51","9.5","6","WHITE","TEST","0.1877064150758"
"2003","7.2","0.23","0.38","14.3","0.058","55","194","0.9979","3.09","0.44","9","6","WHITE","TEST","0.15778116998262"
"2002","7.2","0.23","0.38","14.3","0.058","55","194","0.9979","3.09","0.44","9","6","WHITE","TEST","0.26314906496554"
"2002","7.2","0.23","0.38","14.3","0.058","55","194","0.9979","3.09","0.44","9","6","WHITE","TRAIN","0.72782968147657"
"2002","7.2","0.23","0.38","14.3","0.058","55","194","0.9979","3.09","0.44","9","6","WHITE","TEST","0.28988295188173"
"2003","6.8","0.52","0.32","13.2","0.044","54","221","0.9972","3.27","0.5","9.6","6","WHITE","TRAIN","0.84187118709087"
"2003","7","0.26","0.59","1.4","0.037","40","120","0.9918","3.34","0.41","11.1","7","WHITE","TRAIN","0.81496779434382"
"2000","6.2","0.25","0.21","15.55","0.039","28","159","0.9982","3.48","0.64","9.6","6","WHITE","VALIDATE","0.46881756884977"
"2001","7.3","0.32","0.23","13.7","0.05","49","197","0.9985","3.2","0.46","8.7","5","WHITE","VALIDATE","0.42718472890555"
"2000","7.7","0.31","0.26","7.8","0.031","23","90","0.9944","3.13","0.5","10.4","5","WHITE","VALIDATE","0.47627809690311"
"2000","7.1","0.21","0.37","2.4","0.026","23","100","0.9903","3.15","0.38","11.4","7","WHITE","TRAIN","0.53417256916873"
"2000","6.8","0.24","0.34","2.7","0.047","64.5","218.5","0.9934","3.3","0.58","9.7","6","WHITE","TRAIN","0.54300939873792"
"2004","6.9","0.4","0.56","11.2","0.043","40","142","0.9975","3.14","0.46","8.7","5","WHITE","TRAIN","0.92048306856304"
"2002","6.1","0.18","0.36","2","0.038","20","249.5","0.9923","3.37","0.79","11.3","6","WHITE","TRAIN","0.7312980343122"
"2000","6.8","0.21","0.27","2.1","0.03","26","139","0.99","3.16","0.61","12.6","7","WHITE","VALIDATE","0.46563209895975"
"2005","5.8","0.2","0.27","1.4","0.031","12","77","0.9905","3.25","0.36","10.9","7","WHITE","TEST","0.04389166668988"
"2003","5.6","0.19","0.26","1.4","0.03","12","76","0.9905","3.25","0.37","10.9","7","WHITE","TEST","0.2380408400204"
"2005","6.1","0.41","0.14","10.4","0.037","18","119","0.996","3.38","0.45","10","5","WHITE","TRAIN","0.96246797149069"
"2004","5.9","0.21","0.28","4.6","0.053","40","199","0.9964","3.72","0.7","10","4","WHITE","TEST","0.05027402751147"
"2003","8.5","0.26","0.21","16.2","0.074","41","197","0.998","3.02","0.5","9.8","3","WHITE","TRAIN","0.7551434088964"
"2000","6.9","0.4","0.56","11.2","0.043","40","142","0.9975","3.14","0.46","8.7","5","WHITE","TRAIN","0.53489755699411"
"2002","5.8","0.24","0.44","3.5","0.029","5","109","0.9913","3.53","0.43","11.7","3","WHITE","TRAIN","0.67436687462031"
"2004","5.8","0.24","0.39","1.5","0.054","37","158","0.9932","3.21","0.52","9.3","6","WHITE","TRAIN","0.9138847712893"
"2001","6.7","0.26","0.39","1.1","0.04","45","147","0.9935","3.32","0.58","9.6","8","WHITE","TRAIN","0.63165968726389"
"2004","6.3","0.35","0.3","5.7","0.035","8","97","0.9927","3.27","0.41","11","7","WHITE","TEST","0.06070108176209"
"2001","6.3","0.35","0.3","5.7","0.035","8","97","0.9927","3.27","0.41","11","7","WHITE","VALIDATE","0.38130409736186"
"2003","6.4","0.23","0.39","1.8","0.032","23","118","0.9912","3.32","0.5","11.8","6","WHITE","TRAIN","0.83320771344006"
"2000","5.8","0.36","0.38","0.9","0.037","3","75","0.9904","3.28","0.34","11.4","4","WHITE","VALIDATE","0.47343732859008"
"2001","6.9","0.115","0.35","5.4","0.048","36","108","0.9939","3.32","0.42","10.2","6","WHITE","TRAIN","0.63977336883544"
"2000","6.9","0.29","0.4","19.45","0.043","36","156","0.9996","2.93","0.47","8.9","5","WHITE","TRAIN","0.54673577751964"
"2005","6.9","0.28","0.4","8.2","0.036","15","95","0.9944","3.17","0.33","10.2","5","WHITE","TEST","0.04243661323562"
"2001","7.2","0.29","0.4","13.6","0.045","66","231","0.9977","3.08","0.59","9.6","6","WHITE","VALIDATE","0.41683246265165"
"2005","6.2","0.24","0.35","1.2","0.038","22","167","0.9912","3.1","0.48","10.6","6","WHITE","TEST","0.04047425859607"
"2004","6.9","0.29","0.4","19.45","0.043","36","156","0.9996","2.93","0.47","8.9","5","WHITE","TRAIN","0.91113130981102"
"2000","6.9","0.32","0.26","8.3","0.053","32","180","0.9965","3.25","0.51","9.2","6","WHITE","VALIDATE","0.47302789706736"
"2002","5.3","0.58","0.07","6.9","0.043","34","149","0.9944","3.34","0.57","9.7","5","WHITE","VALIDATE","0.324451925233"
"2000","5.3","0.585","0.07","7.1","0.044","34","145","0.9945","3.34","0.57","9.7","6","WHITE","TRAIN","0.51474980288185"
"2004","5.4","0.59","0.07","7","0.045","36","147","0.9944","3.34","0.57","9.7","6","WHITE","TEST","0.1236437857151"
"2004","6.9","0.32","0.26","8.3","0.053","32","180","0.9965","3.25","0.51","9.2","6","WHITE","TRAIN","0.86930471961386"
"2004","5.2","0.6","0.07","7","0.044","33","147","0.9944","3.33","0.58","9.7","5","WHITE","TEST","0.13391846767626"
"2000","5.8","0.25","0.26","13.1","0.051","44","148","0.9972","3.29","0.38","9.3","5","WHITE","TRAIN","0.50483085424639"
"2004","6.6","0.58","0.3","5.1","0.057","30","123","0.9949","3.24","0.38","9","5","WHITE","TRAIN","0.87862267997115"
"2001","7","0.29","0.54","10.7","0.046","59","234","0.9966","3.05","0.61","9.5","5","WHITE","TRAIN","0.64641163521446"
"2003","6.6","0.19","0.41","8.9","0.046","51","169","0.9954","3.14","0.57","9.8","6","WHITE","TEST","0.15817384817637"
"2001","6.7","0.2","0.41","9.1","0.044","50","166","0.9954","3.14","0.58","9.8","6","WHITE","VALIDATE","0.42640145798213"
"2001","7.7","0.26","0.4","1.1","0.042","9","60","0.9915","2.89","0.5","10.6","5","WHITE","VALIDATE","0.38097083033062"
"2001","6.8","0.32","0.34","1.2","0.044","14","67","0.9919","3.05","0.47","10.6","4","WHITE","TRAIN","0.6179791232571"
"2005","7","0.3","0.49","4.7","0.036","17","105","0.9916","3.26","0.68","12.4","7","WHITE","TRAIN","0.9689061960671"
"2004","7","0.24","0.36","2.8","0.034","22","112","0.99","3.19","0.38","12.6","8","WHITE","TRAIN","0.85485374904237"
"2004","6.1","0.31","0.58","5","0.039","36","114","0.9909","3.3","0.6","12.3","8","WHITE","TRAIN","0.86156756058335"
"2002","6.8","0.44","0.37","5.1","0.047","46","201","0.9938","3.08","0.65","10.5","4","WHITE","VALIDATE","0.3004552219063"
"2002","6.7","0.34","0.3","15.6","0.054","51","196","0.9982","3.19","0.49","9.3","5","WHITE","TEST","0.26541818771511"
"2002","7.1","0.35","0.24","15.4","0.055","46","198","0.9988","3.12","0.49","8.8","5","WHITE","TRAIN","0.65043660649098"
"2005","7.3","0.32","0.25","7.2","0.056","47","180","0.9961","3.08","0.47","8.8","5","WHITE","TRAIN","0.96272496064193"
"2001","6.5","0.28","0.33","15.7","0.053","51","190","0.9978","3.22","0.51","9.7","6","WHITE","VALIDATE","0.37774507375434"
"2000","7.2","0.23","0.39","14.2","0.058","49","192","0.9979","2.98","0.48","9","7","WHITE","TRAIN","0.53645178885199"
"2004","7.2","0.23","0.39","14.2","0.058","49","192","0.9979","2.98","0.48","9","7","WHITE","TEST","0.11506641795858"
"2003","7.2","0.23","0.39","14.2","0.058","49","192","0.9979","2.98","0.48","9","7","WHITE","TRAIN","0.79890445736236"
"2002","7.2","0.23","0.39","14.2","0.058","49","192","0.9979","2.98","0.48","9","7","WHITE","TEST","0.27954661194235"
"2001","5.9","0.15","0.31","5.8","0.041","53","155","0.9945","3.52","0.46","10.5","6","WHITE","VALIDATE","0.43850237666629"
"2005","7.4","0.28","0.42","19.8","0.066","53","195","1","2.96","0.44","9.1","5","WHITE","TRAIN","0.97328803199343"
"2004","6.2","0.28","0.22","7.3","0.041","26","157","0.9957","3.44","0.64","9.8","7","WHITE","TEST","0.14762266306206"
"2003","9.1","0.59","0.38","1.6","0.066","34","182","0.9968","3.23","0.38","8.5","3","WHITE","TEST","0.20809953357093"
"2004","6.3","0.33","0.27","1.2","0.046","34","175","0.9934","3.37","0.54","9.4","6","WHITE","TEST","0.12559815030544"
"2000","8.3","0.39","0.7","10.6","0.045","33","169","0.9976","3.09","0.57","9.4","5","WHITE","VALIDATE","0.45757779595442"
"2003","7.2","0.19","0.46","3.8","0.041","82","187","0.9932","3.19","0.6","11.2","7","WHITE","TRAIN","0.82772813178598"
"2002","7.5","0.17","0.44","11.3","0.046","65","146","0.997","3.17","0.45","10","6","WHITE","TRAIN","0.69941872009076"
"2003","6.7","0.17","0.5","2.1","0.043","27","122","0.9923","3.15","0.45","10.3","6","WHITE","TEST","0.17366258311085"
"2000","6.1","0.41","0","1.6","0.063","36","87","0.9914","3.27","0.67","10.8","6","WHITE","TRAIN","0.50164546794258"
"2001","8.3","0.2","0.35","0.9","0.05","12","74","0.992","3.13","0.38","10.5","6","WHITE","VALIDATE","0.35653238254599"
"2002","6.1","0.41","0","1.6","0.063","36","87","0.9914","3.27","0.67","10.8","6","WHITE","TRAIN","0.70332916826009"
"2002","6","0.29","0.21","1.3","0.055","42","168","0.9914","3.32","0.43","11.1","6","WHITE","TRAIN","0.74633331946097"
"2001","7.3","0.41","0.24","6.8","0.057","41","163","0.9949","3.2","0.41","9.9","6","WHITE","TRAIN","0.60307449544779"
"2002","7.3","0.41","0.24","6.8","0.057","41","163","0.9949","3.2","0.41","9.9","6","WHITE","TRAIN","0.68320890027098"
"2003","7.2","0.43","0.24","6.7","0.058","40","163","0.995","3.2","0.41","9.9","5","WHITE","TRAIN","0.80241880798712"
"2005","7.3","0.4","0.24","6.7","0.058","41","166","0.995","3.2","0.41","9.9","6","WHITE","TEST","0.04196533747017"
"2003","6.2","0.33","0.27","4.9","0.036","30","134","0.9927","3.2","0.42","10.4","7","WHITE","TRAIN","0.75097021693363"
"2001","4.9","0.47","0.17","1.9","0.035","60","148","0.98964","3.27","0.35","11.5","6","WHITE","TRAIN","0.55745124956592"
"2000","8.8","0.66","0.26","1.7","0.074","4","23","0.9971","3.15","0.74","9.2","5","RED","TRAIN","0.5475062446203"
"2002","6.6","0.52","0.04","2.2","0.069","8","15","0.9956","3.4","0.63","9.4","6","RED","TEST","0.26996161253191"
"2004","6.6","0.5","0.04","2.1","0.068","6","14","0.9955","3.39","0.64","9.4","6","RED","TEST","0.13863843842409"
"2001","8.6","0.38","0.36","3","0.081","30","119","0.997","3.2","0.56","9.4","5","RED","TRAIN","0.60688277473673"
"2005","7.6","0.51","0.15","2.8","0.11","33","73","0.9955","3.17","0.63","10.2","6","RED","TEST","0.00824357173405"
"2005","7.7","0.62","0.04","3.8","0.084","25","45","0.9978","3.34","0.53","9.5","5","RED","TEST","0.04276252514682"
"2003","10.2","0.42","0.57","3.4","0.07","4","10","0.9971","3.04","0.63","9.6","5","RED","TEST","0.24480747757479"
"2003","7.5","0.63","0.12","5.1","0.111","50","110","0.9983","3.26","0.77","9.4","5","RED","TRAIN","0.83180179679766"
"2004","7.8","0.59","0.18","2.3","0.076","17","54","0.9975","3.43","0.59","10","5","RED","TEST","0.13783681276254"
"2004","7.3","0.39","0.31","2.4","0.074","9","46","0.9962","3.41","0.54","9.4","6","RED","TEST","0.08301116223447"
"2005","8.8","0.4","0.4","2.2","0.079","19","52","0.998","3.44","0.64","9.2","5","RED","TEST","0.01500737178139"
"2004","7.7","0.69","0.49","1.8","0.115","20","112","0.9968","3.21","0.71","9.3","5","RED","TEST","0.09746333025395"
"2003","7.5","0.52","0.16","1.9","0.085","12","35","0.9968","3.38","0.62","9.5","7","RED","TEST","0.18186103203333"
"2003","7","0.735","0.05","2","0.081","13","54","0.9966","3.39","0.57","9.8","5","RED","TEST","0.17266906215809"
"2002","7.2","0.725","0.05","4.65","0.086","4","11","0.9962","3.41","0.39","10.9","5","RED","TRAIN","0.69621662073768"
"2003","7.2","0.725","0.05","4.65","0.086","4","11","0.9962","3.41","0.39","10.9","5","RED","TEST","0.20116934180259"
